scene_a,scene_b,same_family,same_expected,same_majority,mid_raw,final_raw,final_minus_mid,mid_centered,final_centered
scene_fc_clear_v01,scene_fc_clear_v02,True,True,True,0.9963415561,0.9954295362,-0.0009120199,0.3432532288,0.7585022880
scene_fc_clear_v01,scene_fc_clear_v03,True,True,True,0.9949701657,0.9914870547,-0.0034831110,0.5389665060,0.8332174121
scene_fc_clear_v01,scene_fc_clear_v04,True,True,True,0.9965735138,0.9948237015,-0.0017498123,0.5963305672,0.7053084577
scene_fc_clear_v01,scene_fc_clear_v05,True,True,True,0.9957487324,0.9930324771,-0.0027162553,0.5973002539,0.5204892888
scene_fc_clear_v01,scene_fc_blocked_v01,False,False,True,0.9937532683,0.9836475166,-0.0101057517,-0.0020502724,-0.3154046648
scene_fc_clear_v01,scene_fc_blocked_v02,False,False,True,0.9956806968,0.9854749068,-0.0102057900,0.4013833965,-0.0604186146
scene_fc_clear_v01,scene_fc_blocked_v03,False,False,True,0.9965209345,0.9857926254,-0.0107283091,0.3987390739,-0.0915581110
scene_fc_clear_v01,scene_fc_blocked_v04,False,False,False,0.9927940577,0.9927844688,-0.0000095889,0.5082208413,0.5360397108
scene_fc_clear_v01,scene_fc_blocked_v05,False,False,False,0.9955849551,0.9754397674,-0.0201451877,0.3291948864,-0.4031017468
scene_fc_clear_v01,scene_translate_v01,False,False,False,0.9947067441,0.9608230916,-0.0338836525,0.3872755193,-0.5540353969
scene_fc_clear_v01,scene_translate_v02,False,False,False,0.9924789253,0.9599893746,-0.0324895507,-0.3574193536,-0.6625571973
scene_fc_clear_v01,scene_translate_v03,False,False,False,0.9917413206,0.9790876482,-0.0126536723,-0.5410202572,-0.5223200060
scene_fc_clear_v01,scene_translate_v04,False,False,False,0.9955681530,0.9792172304,-0.0163509226,0.2595608902,-0.6478104606
scene_fc_clear_v01,scene_translate_v05,False,False,False,0.9959180845,0.9757032235,-0.0202148610,0.3992796703,-0.4431052998
scene_fc_clear_v01,scene_rotate_v01,False,False,False,0.9904815716,0.9844133321,-0.0060682395,-0.5131921522,-0.3339731162
scene_fc_clear_v01,scene_rotate_v02,False,False,False,0.9872414003,0.9888732391,0.0016318387,-0.5993287788,0.3378954439
scene_fc_clear_v01,scene_rotate_v03,False,False,False,0.9855356951,0.9892705376,0.0037348425,-0.6579475559,0.4259020610
scene_fc_clear_v01,scene_rotate_v04,False,False,False,0.9922932962,0.9893630285,-0.0029302676,-0.5337631129,0.1156484692
