scene_a,scene_b,short_a,short_b,family_a,family_b,a_fc_clear,b_fc_clear,a_semantic_clear,b_semantic_clear,block24_cosine,final_cosine,final_minus_block24
scene_fc_clear_v03,scene_translate_v01,C3,T1,FC_CLEAR,TRANSLATE,True,False,True,False,0.9981774580661438,0.9818320482188198,-0.01634540984732402
scene_fc_clear_v03,scene_translate_v02,C3,T2,FC_CLEAR,TRANSLATE,True,False,True,False,0.9982342665107543,0.9766602204083094,-0.021574046102444955
scene_fc_clear_v03,scene_translate_v03,C3,T3,FC_CLEAR,TRANSLATE,True,False,True,False,0.9978562972355001,0.9904961937832344,-0.007360103452265676
scene_fc_clear_v03,scene_translate_v04,C3,T4,FC_CLEAR,TRANSLATE,True,False,True,False,0.9979551198936354,0.9881340308673914,-0.009821089026244012
scene_fc_clear_v03,scene_translate_v05,C3,T5,FC_CLEAR,TRANSLATE,True,False,True,False,0.9984100399819433,0.9877426167153812,-0.010667423266562115
scene_fc_clear_v04,scene_fc_clear_v05,C4,C5,FC_CLEAR,FC_CLEAR,True,True,True,False,0.999241519686604,0.9801937495915507,-0.019047770095053318
scene_fc_clear_v04,scene_lift_and_relocate_v01,C4,L1,FC_CLEAR,LIFT_AND_RELOCATE,True,False,True,False,0.9977672185606293,0.9853784419485936,-0.012388776612035746
scene_fc_clear_v04,scene_lift_and_relocate_v02,C4,L2,FC_CLEAR,LIFT_AND_RELOCATE,True,False,True,False,0.9980215930076675,0.9846654352383625,-0.013356157769304988
scene_fc_clear_v04,scene_lift_and_relocate_v03,C4,L3,FC_CLEAR,LIFT_AND_RELOCATE,True,False,True,False,0.9977960660198516,0.9847361573676158,-0.01305990865223583
scene_fc_clear_v04,scene_lift_and_relocate_v04,C4,L4,FC_CLEAR,LIFT_AND_RELOCATE,True,False,True,False,0.9985021902348418,0.9822290169468914,-0.016273173287950415
scene_fc_clear_v04,scene_lift_and_relocate_v05,C4,L5,FC_CLEAR,LIFT_AND_RELOCATE,True,False,True,False,0.998401432593789,0.9872098268701854,-0.01119160572360356
scene_fc_clear_v04,scene_rotate_v01,C4,R1,FC_CLEAR,ROTATE,True,False,True,False,0.998484185761889,0.9940946105702345,-0.0043895751916545045
scene_fc_clear_v04,scene_rotate_v02,C4,R2,FC_CLEAR,ROTATE,True,False,True,False,0.9985705607211606,0.9900690541195689,-0.008501506601591657
scene_fc_clear_v04,scene_rotate_v03,C4,R3,FC_CLEAR,ROTATE,True,False,True,False,0.9984727359817714,0.9870366294076234,-0.011436106574148064
scene_fc_clear_v04,scene_rotate_v04,C4,R4,FC_CLEAR,ROTATE,True,False,True,False,0.9984288637420982,0.992228874269617,-0.006199989472481127
scene_fc_clear_v04,scene_rotate_v05,C4,R5,FC_CLEAR,ROTATE,True,False,True,False,0.9977391666582743,0.9930025590667269,-0.0047366075915474815
scene_fc_clear_v04,scene_translate_v01,C4,T1,FC_CLEAR,TRANSLATE,True,False,True,False,0.9979858289985741,0.980218002743181,-0.017767826255393082
scene_fc_clear_v04,scene_translate_v02,C4,T2,FC_CLEAR,TRANSLATE,True,False,True,False,0.9981624418858135,0.9758531027854542,-0.02230933910035926
scene_fc_clear_v04,scene_translate_v03,C4,T3,FC_CLEAR,TRANSLATE,True,False,True,False,0.9979068241899648,0.9892712240363745,-0.008635600153590328
scene_fc_clear_v04,scene_translate_v04,C4,T4,FC_CLEAR,TRANSLATE,True,False,True,False,0.998004269754091,0.9866976690860502,-0.01130660066804079
scene_fc_clear_v04,scene_translate_v05,C4,T5,FC_CLEAR,TRANSLATE,True,False,True,False,0.9983170544634725,0.9863794329520014,-0.011937621511471153
scene_fc_clear_v05,scene_lift_and_relocate_v01,C5,L1,FC_CLEAR,LIFT_AND_RELOCATE,True,False,False,False,0.9979133691199196,0.9938414432264053,-0.004071925893514239
scene_fc_clear_v05,scene_lift_and_relocate_v02,C5,L2,FC_CLEAR,LIFT_AND_RELOCATE,True,False,False,False,0.9983496365482933,0.99412730559859,-0.004222330949703368
scene_fc_clear_v05,scene_lift_and_relocate_v03,C5,L3,FC_CLEAR,LIFT_AND_RELOCATE,True,False,False,False,0.9980088625269775,0.9866475542488663,-0.011361308278111215
scene_fc_clear_v05,scene_lift_and_relocate_v04,C5,L4,FC_CLEAR,LIFT_AND_RELOCATE,True,False,False,False,0.9988262861403664,0.9885836677085644,-0.010242618431801964
scene_fc_clear_v05,scene_lift_and_relocate_v05,C5,L5,FC_CLEAR,LIFT_AND_RELOCATE,True,False,False,False,0.9986010126111645,0.9912006350095593,-0.007400377601605168
scene_fc_clear_v05,scene_rotate_v01,C5,R1,FC_CLEAR,ROTATE,True,False,False,False,0.9986959618359588,0.984022658447995,-0.014673303387963799
scene_fc_clear_v05,scene_rotate_v02,C5,R2,FC_CLEAR,ROTATE,True,False,False,False,0.9988330343166264,0.9765452697378493,-0.022287764578777125
scene_fc_clear_v05,scene_rotate_v03,C5,R3,FC_CLEAR,ROTATE,True,False,False,False,0.9984857860860978,0.9783290204542522,-0.020156765631845652
scene_fc_clear_v05,scene_rotate_v04,C5,R4,FC_CLEAR,ROTATE,True,False,False,False,0.9986675890132269,0.9820633245545507,-0.016604264458676243
scene_fc_clear_v05,scene_rotate_v05,C5,R5,FC_CLEAR,ROTATE,True,False,False,False,0.9976069861607381,0.9821552883750247,-0.015451697785713314
scene_fc_clear_v05,scene_translate_v01,C5,T1,FC_CLEAR,TRANSLATE,True,False,False,False,0.9981149610376838,0.9922688887735358,-0.005846072264148017
scene_fc_clear_v05,scene_translate_v02,C5,T2,FC_CLEAR,TRANSLATE,True,False,False,False,0.9983292405372026,0.9945533051873157,-0.0037759353498869608
scene_fc_clear_v05,scene_translate_v03,C5,T3,FC_CLEAR,TRANSLATE,True,False,False,False,0.9978630670319205,0.9820489360804218,-0.01581413095149875
scene_fc_clear_v05,scene_translate_v04,C5,T4,FC_CLEAR,TRANSLATE,True,False,False,False,0.9978389090944118,0.9843841000063757,-0.01345480908803609
scene_fc_clear_v05,scene_translate_v05,C5,T5,FC_CLEAR,TRANSLATE,True,False,False,False,0.9986199642301585,0.9865950058071582,-0.012024958423000331
scene_lift_and_relocate_v01,scene_lift_and_relocate_v02,L1,L2,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9993625149577525,0.9979204156303468,-0.0014420993274056881
scene_lift_and_relocate_v01,scene_lift_and_relocate_v03,L1,L3,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.999206134343168,0.9946606716072139,-0.00454546273595402
scene_lift_and_relocate_v01,scene_lift_and_relocate_v04,L1,L4,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9986261823897287,0.9944371078879,-0.0041890745018287046
scene_lift_and_relocate_v01,scene_lift_and_relocate_v05,L1,L5,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9986611057467092,0.9970182767336957,-0.0016428290130134915
scene_lift_and_relocate_v01,scene_rotate_v01,L1,R1,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9984280242997565,0.9926683818199001,-0.005759642479856386
scene_lift_and_relocate_v01,scene_rotate_v02,L1,R2,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9983259040711352,0.98741037784981,-0.010915526221325189
scene_lift_and_relocate_v01,scene_rotate_v03,L1,R3,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9982054526599802,0.9891437900230796,-0.009061662636900558
scene_lift_and_relocate_v01,scene_rotate_v04,L1,R4,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9984030061341568,0.9909162438338743,-0.007486762300282446
scene_lift_and_relocate_v01,scene_rotate_v05,L1,R5,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9987022911733996,0.9906464051027386,-0.00805588607066099
scene_lift_and_relocate_v01,scene_translate_v01,L1,T1,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9971526776406024,0.994164265172971,-0.002988412467631485
scene_lift_and_relocate_v01,scene_translate_v02,L1,T2,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9984223446374334,0.995580723015133,-0.0028416216223003943
scene_lift_and_relocate_v01,scene_translate_v03,L1,T3,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9982904087232085,0.9919623846351904,-0.006328024088018136
scene_lift_and_relocate_v01,scene_translate_v04,L1,T4,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9981087437672773,0.9930392063128956,-0.005069537454381767
scene_lift_and_relocate_v01,scene_translate_v05,L1,T5,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9982176412789574,0.9954447477688426,-0.0027728935101147822
scene_lift_and_relocate_v02,scene_lift_and_relocate_v03,L2,L3,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9992487302011428,0.9946532048843603,-0.004595525316782534
scene_lift_and_relocate_v02,scene_lift_and_relocate_v04,L2,L4,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9986584603758836,0.9942673963571766,-0.004391064018706925
scene_lift_and_relocate_v02,scene_lift_and_relocate_v05,L2,L5,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9989598187879855,0.997653382667111,-0.0013064361208744435
scene_lift_and_relocate_v02,scene_rotate_v01,L2,R1,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9984169630041144,0.9915988974420362,-0.006818065562078202
scene_lift_and_relocate_v02,scene_rotate_v02,L2,R2,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9985947078548951,0.9861399503185215,-0.012454757536373595
scene_lift_and_relocate_v02,scene_rotate_v03,L2,R3,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.998314426597523,0.9874016852384173,-0.010912741359105693
scene_lift_and_relocate_v02,scene_rotate_v04,L2,R4,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9986604566761212,0.989666352936736,-0.00899410373938525
scene_lift_and_relocate_v02,scene_rotate_v05,L2,R5,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9988534573772068,0.9898479274017231,-0.00900552997548365
scene_lift_and_relocate_v02,scene_translate_v01,L2,T1,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9973946845560567,0.9942992431543756,-0.003095441401681165
scene_lift_and_relocate_v02,scene_translate_v02,L2,T2,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9985874831070574,0.9943653162149664,-0.004222166892090984
scene_lift_and_relocate_v02,scene_translate_v03,L2,T3,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9985720160688951,0.9901275643380645,-0.008444451730830638
scene_lift_and_relocate_v02,scene_translate_v04,L2,T4,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9982643076841746,0.9911036422679769,-0.007160665416197753
scene_lift_and_relocate_v02,scene_translate_v05,L2,T5,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9984172943474067,0.9940672119852979,-0.004350082362108765
scene_lift_and_relocate_v03,scene_lift_and_relocate_v04,L3,L4,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.998362309840962,0.9936134697328864,-0.004748840108075525
scene_lift_and_relocate_v03,scene_lift_and_relocate_v05,L3,L5,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9986966423401639,0.9943030235417816,-0.004393618798382293
scene_lift_and_relocate_v03,scene_rotate_v01,L3,R1,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9981382982933872,0.9922741747981183,-0.00586412349526888
scene_lift_and_relocate_v03,scene_rotate_v02,L3,R2,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9982005009473804,0.9876370331097898,-0.010563467837590657
scene_lift_and_relocate_v03,scene_rotate_v03,L3,R3,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9985134555758588,0.9908547214149468,-0.007658734160912006
scene_lift_and_relocate_v03,scene_rotate_v04,L3,R4,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.998160955175756,0.9902343301186943,-0.007926625057061654
scene_lift_and_relocate_v03,scene_rotate_v05,L3,R5,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9989344496820192,0.9910497552010443,-0.007884694480974841
scene_lift_and_relocate_v03,scene_translate_v01,L3,T1,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9970101672759591,0.9917304533054642,-0.005279713970494981
scene_lift_and_relocate_v03,scene_translate_v02,L3,T2,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9987088354900182,0.9883874010782132,-0.010321434411804997
scene_lift_and_relocate_v03,scene_translate_v03,L3,T3,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9987278953999277,0.9916625527935069,-0.007065342606420777
scene_lift_and_relocate_v03,scene_translate_v04,L3,T4,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9984131718747731,0.993399592759803,-0.005013579114970024
scene_lift_and_relocate_v03,scene_translate_v05,L3,T5,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9980270637826869,0.9930228645534458,-0.005004199229241113
scene_lift_and_relocate_v04,scene_lift_and_relocate_v05,L4,L5,LIFT_AND_RELOCATE,LIFT_AND_RELOCATE,False,False,False,False,0.9990059528902528,0.9920960466582494,-0.006909906232003493
scene_lift_and_relocate_v04,scene_rotate_v01,L4,R1,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9990590995591047,0.989919195410705,-0.009139904148399602
scene_lift_and_relocate_v04,scene_rotate_v02,L4,R2,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9991229782299672,0.9862320729979058,-0.012890905232061378
scene_lift_and_relocate_v04,scene_rotate_v03,L4,R3,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9991239949047005,0.9915057309373294,-0.007618263967371086
scene_lift_and_relocate_v04,scene_rotate_v04,L4,R4,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9992527983887061,0.9877102875031629,-0.011542510885543145
scene_lift_and_relocate_v04,scene_rotate_v05,L4,R5,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9982238681712031,0.9891370319484647,-0.009086836222738426
scene_lift_and_relocate_v04,scene_translate_v01,L4,T1,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.997787889036682,0.9892271851444876,-0.008560703892194432
scene_lift_and_relocate_v04,scene_translate_v02,L4,T2,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9982457079556178,0.9902356582242977,-0.008010049731320135
scene_lift_and_relocate_v04,scene_translate_v03,L4,T3,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9983532249448568,0.9870841894571092,-0.011269035487747603
scene_lift_and_relocate_v04,scene_translate_v04,L4,T4,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9981589536996545,0.9922525217213021,-0.005906431978352389
scene_lift_and_relocate_v04,scene_translate_v05,L4,T5,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9992878002574441,0.9930757426276858,-0.006212057629758294
scene_lift_and_relocate_v05,scene_rotate_v01,L5,R1,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.998681715323175,0.9945042111590603,-0.004177504164114665
scene_lift_and_relocate_v05,scene_rotate_v02,L5,R2,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9990398508517409,0.9895578069083992,-0.009482043943341623
scene_lift_and_relocate_v05,scene_rotate_v03,L5,R3,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9988286447430322,0.9885907678578407,-0.01023787688519151
scene_lift_and_relocate_v05,scene_rotate_v04,L5,R4,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.9989796015237533,0.9931977534604925,-0.005781848063260764
scene_lift_and_relocate_v05,scene_rotate_v05,L5,R5,LIFT_AND_RELOCATE,ROTATE,False,False,False,False,0.998359438174183,0.9928903674435108,-0.005469070730672265
scene_lift_and_relocate_v05,scene_translate_v01,L5,T1,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9977418977142583,0.992456072946414,-0.005285824767844227
scene_lift_and_relocate_v05,scene_translate_v02,L5,T2,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9979687086307297,0.9923142241908844,-0.0056544844398452865
scene_lift_and_relocate_v05,scene_translate_v03,L5,T3,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9981679035012729,0.9944435629762233,-0.003724340525049663
scene_lift_and_relocate_v05,scene_translate_v04,L5,T4,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9976141109901665,0.991786081303571,-0.0058280296865954595
scene_lift_and_relocate_v05,scene_translate_v05,L5,T5,LIFT_AND_RELOCATE,TRANSLATE,False,False,False,False,0.9987141485547432,0.994901090946264,-0.0038130576084791645
scene_rotate_v01,scene_rotate_v02,R1,R2,ROTATE,ROTATE,False,False,False,False,0.9994358954301052,0.9967841979489678,-0.0026516974811374716
scene_rotate_v01,scene_rotate_v03,R1,R3,ROTATE,ROTATE,False,False,False,False,0.9989218353858492,0.9949525391576588,-0.003969296228190422
scene_rotate_v01,scene_rotate_v04,R1,R4,ROTATE,ROTATE,False,False,False,False,0.9993739455137003,0.9981140125834749,-0.0012599329302254159
scene_rotate_v01,scene_rotate_v05,R1,R5,ROTATE,ROTATE,False,False,False,False,0.9979723673006655,0.9977584020147039,-0.0002139652859616259
scene_rotate_v01,scene_translate_v01,R1,T1,ROTATE,TRANSLATE,False,False,False,False,0.9980501736513829,0.9866010996677979,-0.011449073983585079
scene_rotate_v01,scene_translate_v02,R1,T2,ROTATE,TRANSLATE,False,False,False,False,0.9976114481436839,0.9834958875865838,-0.01411556055710006
scene_rotate_v01,scene_translate_v03,R1,T3,ROTATE,TRANSLATE,False,False,False,False,0.9978229911436924,0.9970515303085252,-0.0007714608351672148
scene_rotate_v01,scene_translate_v04,R1,T4,ROTATE,TRANSLATE,False,False,False,False,0.9977636598858567,0.9951029803139984,-0.0026606795718583376
scene_rotate_v01,scene_translate_v05,R1,T5,ROTATE,TRANSLATE,False,False,False,False,0.9986931632406122,0.9952808155350699,-0.003412347705542329
scene_rotate_v02,scene_rotate_v03,R2,R3,ROTATE,ROTATE,False,False,False,False,0.9989791470914631,0.9947387034714427,-0.0042404436200204065
scene_rotate_v02,scene_rotate_v04,R2,R4,ROTATE,ROTATE,False,False,False,False,0.9995673499177288,0.9981804021417195,-0.0013869477760092286
scene_rotate_v02,scene_rotate_v05,R2,R5,ROTATE,ROTATE,False,False,False,False,0.9982389505085981,0.996828667866958,-0.0014102826416401149
scene_rotate_v02,scene_translate_v01,R2,T1,ROTATE,TRANSLATE,False,False,False,False,0.9981538190006944,0.9812991385758469,-0.0168546804248475
scene_rotate_v02,scene_translate_v02,R2,T2,ROTATE,TRANSLATE,False,False,False,False,0.9978324862498094,0.9765836962444383,-0.021248790005371054
scene_rotate_v02,scene_translate_v03,R2,T3,ROTATE,TRANSLATE,False,False,False,False,0.9981670290865992,0.9962089197871217,-0.001958109299477484
scene_rotate_v02,scene_translate_v04,R2,T4,ROTATE,TRANSLATE,False,False,False,False,0.9977987359833383,0.9944009029057548,-0.0033978330775835675
scene_rotate_v02,scene_translate_v05,R2,T5,ROTATE,TRANSLATE,False,False,False,False,0.9989327831852612,0.9947230926962358,-0.004209690489025419
scene_rotate_v03,scene_rotate_v04,R3,R4,ROTATE,ROTATE,False,False,False,False,0.9990381310170089,0.9940318365846648,-0.005006294432344127
scene_rotate_v03,scene_rotate_v05,R3,R5,ROTATE,ROTATE,False,False,False,False,0.9985083994614925,0.994343948320087,-0.004164451141405512
scene_rotate_v03,scene_translate_v01,R3,T1,ROTATE,TRANSLATE,False,False,False,False,0.9975033836451435,0.9831059405592641,-0.014397443085879313
scene_rotate_v03,scene_translate_v02,R3,T2,ROTATE,TRANSLATE,False,False,False,False,0.9980900001448594,0.9798997425754667,-0.01819025756939263
scene_rotate_v03,scene_translate_v03,R3,T3,ROTATE,TRANSLATE,False,False,False,False,0.9986174600944453,0.9930130625964548,-0.005604397497990465
scene_rotate_v03,scene_translate_v04,R3,T4,ROTATE,TRANSLATE,False,False,False,False,0.9983089462521768,0.9968234570447477,-0.0014854892074290804
scene_rotate_v03,scene_translate_v05,R3,T5,ROTATE,TRANSLATE,False,False,False,False,0.9988438962086673,0.9942432003585255,-0.004600695850141778
scene_rotate_v04,scene_rotate_v05,R4,R5,ROTATE,ROTATE,False,False,False,False,0.9982763443986289,0.9973021550658,-0.0009741893328288898
scene_rotate_v04,scene_translate_v01,R4,T1,ROTATE,TRANSLATE,False,False,False,False,0.9980638798164032,0.9858440331744706,-0.012219846641932652
scene_rotate_v04,scene_translate_v02,R4,T2,ROTATE,TRANSLATE,False,False,False,False,0.9980009899509246,0.9818551410838946,-0.016145848867029966
scene_rotate_v04,scene_translate_v03,R4,T3,ROTATE,TRANSLATE,False,False,False,False,0.9983258406389126,0.9977352115809497,-0.0005906290579629214
scene_rotate_v04,scene_translate_v04,R4,T4,ROTATE,TRANSLATE,False,False,False,False,0.9980130847651911,0.9953797113910647,-0.002633373374126391
scene_rotate_v04,scene_translate_v05,R4,T5,ROTATE,TRANSLATE,False,False,False,False,0.9991435429485086,0.9956916481570346,-0.0034518947914740084
scene_rotate_v05,scene_translate_v01,R5,T1,ROTATE,TRANSLATE,False,False,False,False,0.9971332026494958,0.9841203991702269,-0.01301280347926892
scene_rotate_v05,scene_translate_v02,R5,T2,ROTATE,TRANSLATE,False,False,False,False,0.9987429599925004,0.9805506618253496,-0.018192298167150844
scene_rotate_v05,scene_translate_v03,R5,T3,ROTATE,TRANSLATE,False,False,False,False,0.9990856850474197,0.9963956344640904,-0.002690050583329273
scene_rotate_v05,scene_translate_v04,R5,T4,ROTATE,TRANSLATE,False,False,False,False,0.9989091379437225,0.9941434207895109,-0.004765717154211591
scene_rotate_v05,scene_translate_v05,R5,T5,ROTATE,TRANSLATE,False,False,False,False,0.9981243074768161,0.9947581520467519,-0.0033661554300642438
scene_translate_v01,scene_translate_v02,T1,T2,TRANSLATE,TRANSLATE,False,False,False,False,0.9975896699776696,0.9923343973368114,-0.005255272640858233
scene_translate_v01,scene_translate_v03,T1,T3,TRANSLATE,TRANSLATE,False,False,False,False,0.9973928019426586,0.9867256404286957,-0.010667161513962853
scene_translate_v01,scene_translate_v04,T1,T4,TRANSLATE,TRANSLATE,False,False,False,False,0.9972614914799245,0.9899146357284605,-0.007346855751463988
scene_translate_v01,scene_translate_v05,T1,T5,TRANSLATE,TRANSLATE,False,False,False,False,0.9977174794775854,0.9897349573257633,-0.007982522151822047
scene_translate_v02,scene_translate_v03,T2,T3,TRANSLATE,TRANSLATE,False,False,False,False,0.9990250554688371,0.9836968766277451,-0.015328178841092055
scene_translate_v02,scene_translate_v04,T2,T4,TRANSLATE,TRANSLATE,False,False,False,False,0.9993126017828722,0.9856812769373493,-0.013631324845522874
scene_translate_v02,scene_translate_v05,T2,T5,TRANSLATE,TRANSLATE,False,False,False,False,0.9983857416634878,0.988197270606422,-0.010188471057065773
scene_translate_v03,scene_translate_v04,T3,T4,TRANSLATE,TRANSLATE,False,False,False,False,0.9993279334849028,0.995071636906999,-0.004256296577903829
scene_translate_v03,scene_translate_v05,T3,T5,TRANSLATE,TRANSLATE,False,False,False,False,0.998373948141664,0.9954191357568081,-0.0029548123848559538
scene_translate_v04,scene_translate_v05,T4,T5,TRANSLATE,TRANSLATE,False,False,False,False,0.9983688708254045,0.996423315729493,-0.0019455550959114332
